Device_id,Iteration ID,FP Start(us),BP End(us),Iteration End(us),Iteration Time(us),FP to BP Time(us),Iteration Refresh(us),Data Aug Bound(us),Model ID
2,1,0.000	,0.000	,1784812101648680.290	,3550.800,0.000,0.000,0.000,2
2,2,0.000	,0.000	,1784812101652240.670	,3481.060,0.000,0.000,0.000,2
2,3,0.000	,0.000	,1784812101655840.410	,3521.780,0.000,0.000,0.000,2
