Device_id,Name,Type,Accelerator Core,Start Time(us),Duration(us),Wait Time(us),Block Num
6,Range,N/A,N/A,1788518699021976.715	,8.620,0,0
6,Cast,N/A,N/A,1788518699021985.355	,1.080,0.000000,0
6,GatherV2,N/A,N/A,1788518699021986.455	,2.660,0.170000,0
6,RmsNorm,N/A,N/A,1788518699021989.195	,8.980,0.090000,0
6,MatMul,N/A,N/A,1788518699021998.195	,11.160,0.020000,0
6,SplitV,N/A,N/A,1788518699022009.375	,1.520,0.090000,0
6,Add,N/A,N/A,1788518699022010.935	,2.420,0.000000,0
6,GatherV2_1,N/A,N/A,1788518699022013.375	,3.060,0.080000,0
6,Scatter_1,N/A,N/A,1788518699022016.455	,3.500,0.000000,0
6,Greater,N/A,N/A,1788518699022020.015	,9.160,0.000000,0
6,Unpack,N/A,N/A,1788518699022029.215	,0.820,0.090000,0
6,ApplyRotaryPosEmb,N/A,N/A,1788518699022030.055	,3.840,0.000000,0
6,Scatter,N/A,N/A,1788518699022033.915	,2.920,0.160000,0
6,IncreFlashAttention,N/A,N/A,1788518699022038.055	,22.760,1.080000,0
6,MatMul_1,N/A,N/A,1788518699022061.735	,7.480,0.990000,0
6,InplaceAddRmsNorm,N/A,N/A,1788518699022069.235	,3.120,0.020000,0
6,MatMul_2,N/A,N/A,1788518699022072.375	,8.040,0.130000,0
6,MatMul_3,N/A,N/A,1788518699022080.455	,6.460,0.000000,0
6,SwishMul,N/A,N/A,1788518699022086.935	,5.340,0.040000,0
6,MatMul_4,N/A,N/A,1788518699022092.295	,10.120,0.000000,0
6,InplaceAddRmsNorm_1,N/A,N/A,1788518699022102.475	,2.820,0.130000,0
6,MatMul_5,N/A,N/A,1788518699022105.315	,4.520,0.000000,0
6,SplitV_1,N/A,N/A,1788518699022109.855	,1.100,0.000000,0
6,ApplyRotaryPosEmb_1,N/A,N/A,1788518699022110.975	,2.540,0.150000,0
6,Scatter_2,N/A,N/A,1788518699022113.535	,1.220,0.000000,0
6,Scatter_3,N/A,N/A,1788518699022114.815	,1.980,0.030000,0
6,IncreFlashAttention_1,N/A,N/A,1788518699022117.775	,19.900,1.020000,0
6,MatMul_6,N/A,N/A,1788518699022138.415	,3.240,0.850000,0
6,InplaceAddRmsNorm_2,N/A,N/A,1788518699022141.675	,2.800,0.010000,0
6,MatMul_7,N/A,N/A,1788518699022144.495	,3.760,0.000000,0
6,MatMul_8,N/A,N/A,1788518699022148.275	,3.280,0.000000,0
6,Swish_1Mul_1,N/A,N/A,1788518699022151.595	,3.680,0.000000,0
6,MatMul_9,N/A,N/A,1788518699022155.295	,5.480,0.070000,0
6,InplaceAddRmsNorm_3,N/A,N/A,1788518699022160.835	,1.960,0.020000,0
6,MatMul_10,N/A,N/A,1788518699022162.835	,4.320,0.040000,0
6,SplitV_2,N/A,N/A,1788518699022167.195	,1.160,0.180000,0
6,ApplyRotaryPosEmb_2,N/A,N/A,1788518699022168.375	,4.080,0.090000,0
6,Scatter_4,N/A,N/A,1788518699022172.475	,1.200,0.000000,0
6,Scatter_5,N/A,N/A,1788518699022173.735	,2.680,0.050000,0
6,IncreFlashAttention_2,N/A,N/A,1788518699022177.755	,15.560,1.320000,0
6,MatMul_11,N/A,N/A,1788518699022194.095	,3.980,0.690000,0
6,InplaceAddRmsNorm_4,N/A,N/A,1788518699022198.095	,2.100,0.020000,0
6,MatMul_12,N/A,N/A,1788518699022200.215	,3.960,0.150000,0
6,MatMul_13,N/A,N/A,1788518699022204.215	,3.260,0.040000,0
6,Swish_2Mul_2,N/A,N/A,1788518699022207.495	,3.580,0.000000,0
6,MatMul_14,N/A,N/A,1788518699022211.095	,4.440,0.000000,0
6,InplaceAddRmsNorm_5,N/A,N/A,1788518699022215.595	,1.900,0.060000,0
6,MatMul_15,N/A,N/A,1788518699022217.515	,4.580,0.100000,0
6,SplitV_3,N/A,N/A,1788518699022222.115	,1.100,0.000000,0
6,ApplyRotaryPosEmb_3,N/A,N/A,1788518699022223.235	,4.200,0.150000,0
6,Scatter_6,N/A,N/A,1788518699022227.475	,1.220,0.050000,0
6,Scatter_7,N/A,N/A,1788518699022228.755	,1.520,0.030000,0
6,IncreFlashAttention_3,N/A,N/A,1788518699022232.115	,16.920,1.730000,0
6,MatMul_16,N/A,N/A,1788518699022249.835	,3.280,0.830000,0
6,InplaceAddRmsNorm_6,N/A,N/A,1788518699022253.135	,2.420,0.220000,0
