Device_id,Step,Computing,Communication(Not Overlapped),Overlapped,Communication,Free,Stage,Bubble,Communication(Not Overlapped and Exclude Receive),Preparing
6,,5594.620000000016,0,0,0,1481.039999999982,7075.75,0,0,262.5
