Device_id,Step,Computing,Communication(Not Overlapped),Overlapped,Communication,Free,Stage,Bubble,Communication(Not Overlapped and Exclude Receive),Preparing
2,0,8125.059999999995,0,0,0,1822.9799999999848,9948.25,0,0,1688.25
