Device_id,OP Type,Core Type,Count,Total Time(us),Min Time(us),Avg Time(us),Max Time(us),Ratio(%)
6,Conv2D,AI_CORE,1,8205.4,8205.4,8205.4,8205.4,96.106
6,ResizeBilinearV2,AI_VECTOR_CORE,1,115.04,115.04,115.04,115.04,1.347
6,TransData,AI_VECTOR_CORE,6,114.82,11.3,19.136,31.12,1.345
6,Transpose,AI_VECTOR_CORE,2,58.18,29.02,29.09,29.16,0.681
6,TensorMove,AI_VECTOR_CORE,1,12.04,12.04,12.04,12.04,0.141
6,Add,AI_VECTOR_CORE,1,11.18,11.18,11.18,11.18,0.131
6,MemSet,AI_VECTOR_CORE,1,10.12,10.12,10.12,10.12,0.119
6,Tile,AI_VECTOR_CORE,1,9.62,9.62,9.62,9.62,0.113
6,Cast,AI_VECTOR_CORE,1,1.5,1.5,1.5,1.5,0.018
