Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
serving.vision_embeddings,,,568.42,1447.68,0,8537.9,0,8205.4
aten::reshape,"1,3840,3,14,14;
",,27.42,53.98,0,0,0,0
aten::view,"1,3840,3,14,14;
",,26.56,26.56,0,0,0,0
aten::to,"3840,3,14,14;
;
;
;
",,5.58,5.58,0,0,0,0
aten::conv2d,"3840,3,14,14;
1152,3,14,14;
1152;
;
;
;
",,13.42,279.08,0,8275.4,0,8205.4
aten::convolution,"3840,3,14,14;
1152,3,14,14;
1152;
;
;
;
;
;
",,24.37,265.66,0,8275.4,0,8205.4
aten::_convolution,"3840,3,14,14;
1152,3,14,14;
1152;
;
;
;
;
;
;
;
;
;
",,170.12,241.29,0,8275.4,0,8205.4
empty_tensor,,,45.59,45.59,0,0,0,0
Conv2D,,,25.58,25.58,8275.4,8275.4,8205.4,8205.4
aten::flatten,"3840,1152,1,1;
;
",,9.16,16.83,0,0,0,0
aten::view,"3840,1152,1,1;
",,7.67,7.67,0,0,0,0
aten::squeeze,"3840,1152,1;
",,9.32,19.1,0,0,0,0
aten::as_strided,"3840,1152,1;
;
;
",,9.78,9.78,0,0,0,0
aten::reshape,"3840,1152;
",,2.85,6.12,0,0,0,0
aten::view,"3840,1152;
",,3.27,3.27,0,0,0,0
aten::squeeze,"1,3840,1152;
",,3.54,8.06,0,0,0,0
aten::as_strided,"1,3840,1152;
;
;
",,4.52,4.52,0,0,0,0
aten::unbind,"1,3;
",,7.29,36.62,0,0,0,0
aten::select,"1,3;
;
",,16.28,29.33,0,0,0,0
aten::as_strided,"1,3;
;
;
",,13.05,13.05,0,0,0,0
aten::unbind,"3;
",,3.97,21.42,0,0,0,0
aten::select,"3;
;
",,3.67,6.5,0,0,0,0
aten::as_strided,"3;
;
;
",,2.83,2.83,0,0,0,0
aten::select,"3;
;
",,2.94,5.39,0,0,0,0
aten::as_strided,"3;
;
;
",,2.45,2.45,0,0,0,0
aten::select,"3;
;
",,3.0,5.56,0,0,0,0
aten::as_strided,"3;
;
;
",,2.56,2.56,0,0,0,0
aten::item,,,5.33,9.75,0,0,0,0
aten::_local_scalar_dense,,,4.42,4.42,0,0,0,0
aten::item,,,2.2,3.52,0,0,0,0
aten::_local_scalar_dense,,,1.32,1.32,0,0,0,0
aten::item,,,1.71,2.92,0,0,0,0
aten::_local_scalar_dense,,,1.21,1.21,0,0,0,0
aten::alias,"3840,1152",,7.17,7.17,0,0,0,0
aten::unsqueeze,"729,1152;
",,6.52,18.82,0,0,0,0
aten::as_strided,"729,1152;
;
;
",,12.3,12.3,0,0,0,0
aten::reshape,"1,729,1152;
",,3.13,7.86,0,0,0,0
aten::view,"1,729,1152;
",,4.73,4.73,0,0,0,0
aten::permute,"1,27,27,1152;
",,8.36,13.23,0,0,0,0
aten::as_strided,"1,27,27,1152;
;
;
",,4.87,4.87,0,0,0,0
aten::upsample_bilinear2d,"1,1152,27,27;
;
;
",,9.81,97.95,0,189.34,0,0
aten::upsample_bilinear2d,"1,1152,27,27;
;
;
;
",,55.92,88.14,0,189.34,0,0
empty_tensor,,,16.42,16.42,0,0,0,0
aclnnUpsampleBilinear2d,,,15.8,15.8,189.34,189.34,0,0
aten::permute,"1,1152,48,80;
",,5.36,16.55,0,0,0,0
aten::as_strided,"1,1152,48,80;
;
;
",,11.19,11.19,0,0,0,0
aten::view,"1,48,80,1152;
",,4.57,4.57,0,0,0,0
aten::squeeze,"1,3840,1152;
",,4.16,8.17,0,0,0,0
aten::as_strided,"1,3840,1152;
;
;
",,4.01,4.01,0,0,0,0
aten::repeat,"3840,1152;
",,24.53,40.05,0,38.64,0,0
empty_tensor,,,12.31,12.31,0,0,0,0
aclnnRepeat,,,3.21,3.21,38.64,38.64,0,0
aten::add,"3840,1152;
3840,1152;
",,46.14,167.29,0,22.48,0,0
empty_tensor,,,5.26,5.26,0,0,0,0
format_contiguousV2,"3840,1152",,19.35,112.45,0,11.3,0,0
npu::npu_format_cast,"3840,1152;
;
;
",,7.59,87.15,0,11.3,0,0
npu::_npu_format_cast,"3840,1152;
",,45.44,79.56,0,11.3,0,0
empty_tensor,,,5.29,5.29,0,0,0,0
Identity,,,10.76,10.76,11.3,11.3,0,0
aten::set_,"3840,1152,1,1;
;
;
;
",,18.07,18.07,0,0,0,0
npu::npu_reshape,"3840,1152;
;
;
3840,1152",,5.95,5.95,0,0,0,0
Add,,,3.44,3.44,11.18,11.18,0,0
aten::cat,";
",,24.73,34.62,0,12.04,0,0
empty_tensor,,,7.14,7.14,0,0,0,0
aclnnCat,,,2.75,2.75,12.04,12.04,0,0
