Device_id,Iteration ID,FP Start(us),BP End(us),Iteration End(us),Iteration Time(us),FP to BP Time(us),Iteration Refresh(us),Data Aug Bound(us),Model ID
2,1,0.000	,0.000	,1784811950133279.685	,1631.320,0.000,0.000,0.000,2
2,2,0.000	,0.000	,1784811950136494.585	,1559.020,0.000,0.000,0.000,2
2,3,0.000	,0.000	,1784811950139486.145	,1630.180,0.000,0.000,0.000,2
