Device_id,Step,Computing,Communication(Not Overlapped),Overlapped,Communication,Free,Stage,Bubble,Communication(Not Overlapped and Exclude Receive),Preparing
6,,341.6600000000001,0,0,0,244.8000000000001,586.75,0,0,563.25
