Device_id,OP Type,Core Type,Count,Total Time(us),Min Time(us),Avg Time(us),Max Time(us),Ratio(%)
6,ResizeBilinearV2,AI_VECTOR_CORE,1,116,116,116,116,35.02
6,MatMulV2,AI_CORE,1,82.26,82.26,82.26,82.26,24.834
6,Transpose,AI_VECTOR_CORE,2,54.82,27.26,27.41,27.56,16.55
6,TransData,AI_VECTOR_CORE,3,41.64,12.86,13.88,15.14,12.571
6,Add,AI_VECTOR_CORE,1,13.54,13.54,13.54,13.54,4.088
6,TensorMove,AI_VECTOR_CORE,1,10.94,10.94,10.94,10.94,3.303
6,Tile,AI_VECTOR_CORE,1,10.44,10.44,10.44,10.44,3.152
6,Cast,AI_VECTOR_CORE,1,1.6,1.6,1.6,1.6,0.483
