Device_id,OP Type,Core Type,Count,Total Time(us),Min Time(us),Avg Time(us),Max Time(us),Ratio(%)
2,MatMul,AI_CORE,273,2624.68,6.02,9.614,139.6,55.37
2,IncreFlashAttention,MIX_AIC,54,1028.76,17.58,19.051,22.64,21.703
2,InplaceAddRmsNorm,AI_VECTOR_CORE,108,220.42,1.6,2.04,3.5,4.65
2,Scatter,AI_VECTOR_CORE,108,176.22,1.12,1.631,3.2,3.718
2,ApplyRotaryPosEmb,AI_VECTOR_CORE,54,155.98,2.12,2.888,4.88,3.291
2,AutomaticBufferFusionOp,AI_VECTOR_CORE,54,132.46,2.16,2.452,3.3,2.794
2,SplitVD,AI_VECTOR_CORE,60,89.54,1.1,1.492,4.04,1.889
2,GatherV2,AI_VECTOR_CORE,39,53.12,1.06,1.362,2.62,1.121
2,ArgMaxV2,AI_VECTOR_CORE,3,42.72,14.16,14.24,14.36,0.901
2,Cast,AI_VECTOR_CORE,12,35.6,1.04,2.966,8.26,0.751
2,ConcatV2D,AI_VECTOR_CORE,9,33.08,3.4,3.675,3.98,0.698
2,Range,AI_VECTOR_CORE,3,26.04,8.24,8.68,9.36,0.549
2,Greater,AI_VECTOR_CORE,3,19.2,6.24,6.4,6.54,0.405
2,RmsNorm,AI_VECTOR_CORE,3,18.08,5.64,6.026,6.52,0.381
2,Add,AI_VECTOR_CORE,6,14.32,1.44,2.386,3.28,0.302
2,Data,AI_VECTOR_CORE,3,13.96,4.02,4.653,5.9,0.295
2,SelectV2,AI_VECTOR_CORE,6,11.84,1.7,1.973,2.2,0.25
2,Mul,AI_VECTOR_CORE,9,11.7,1.12,1.3,1.64,0.247
2,BroadcastTo,AI_VECTOR_CORE,6,7.26,1.06,1.21,1.52,0.153
2,Sin,AI_VECTOR_CORE,3,6.66,2.16,2.22,2.34,0.141
2,Cos,AI_VECTOR_CORE,3,6.58,2.16,2.193,2.22,0.139
2,Fill,AI_VECTOR_CORE,3,6.58,2.12,2.193,2.26,0.139
2,ZerosLike,AI_VECTOR_CORE,3,5.42,1.72,1.806,1.9,0.114
