Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
serving.vision_embeddings,,,554.89,1408.41,0,8549.18,0,8214.4
aten::reshape,"1,3840,3,14,14;
",,19.27,47.49,0,0,0,0
aten::view,"1,3840,3,14,14;
",,28.22,28.22,0,0,0,0
aten::to,"3840,3,14,14;
;
;
;
",,5.79,5.79,0,0,0,0
aten::conv2d,"3840,3,14,14;
1152,3,14,14;
1152;
;
;
;
",,10.42,267.12,0,8290.98,0,8214.4
aten::convolution,"3840,3,14,14;
1152,3,14,14;
1152;
;
;
;
;
;
",,19.89,256.7,0,8290.98,0,8214.4
aten::_convolution,"3840,3,14,14;
1152,3,14,14;
1152;
;
;
;
;
;
;
;
;
;
",,165.5,236.81,0,8290.98,0,8214.4
empty_tensor,,,46.08,46.08,0,0,0,0
Conv2D,,,25.23,25.23,8290.98,8290.98,8214.4,8214.4
aten::flatten,"3840,1152,1,1;
;
",,9.6,16.81,0,0,0,0
aten::view,"3840,1152,1,1;
",,7.21,7.21,0,0,0,0
aten::squeeze,"3840,1152,1;
",,10.29,19.64,0,0,0,0
aten::as_strided,"3840,1152,1;
;
;
",,9.35,9.35,0,0,0,0
aten::reshape,"3840,1152;
",,2.89,6.06,0,0,0,0
aten::view,"3840,1152;
",,3.17,3.17,0,0,0,0
aten::squeeze,"1,3840,1152;
",,3.51,7.84,0,0,0,0
aten::as_strided,"1,3840,1152;
;
;
",,4.33,4.33,0,0,0,0
aten::unbind,"1,3;
",,7.34,31.22,0,0,0,0
aten::select,"1,3;
;
",,15.56,23.88,0,0,0,0
aten::as_strided,"1,3;
;
;
",,8.32,8.32,0,0,0,0
aten::unbind,"3;
",,3.96,20.29,0,0,0,0
aten::select,"3;
;
",,3.72,6.29,0,0,0,0
aten::as_strided,"3;
;
;
",,2.57,2.57,0,0,0,0
aten::select,"3;
;
",,2.74,5.12,0,0,0,0
aten::as_strided,"3;
;
;
",,2.38,2.38,0,0,0,0
aten::select,"3;
;
",,2.68,4.92,0,0,0,0
aten::as_strided,"3;
;
;
",,2.24,2.24,0,0,0,0
aten::item,,,5.72,10.17,0,0,0,0
aten::_local_scalar_dense,,,4.45,4.45,0,0,0,0
aten::item,,,1.82,3.13,0,0,0,0
aten::_local_scalar_dense,,,1.31,1.31,0,0,0,0
aten::item,,,1.74,3.28,0,0,0,0
aten::_local_scalar_dense,,,1.54,1.54,0,0,0,0
aten::alias,"3840,1152",,6.86,6.86,0,0,0,0
aten::unsqueeze,"729,1152;
",,7.4,14.85,0,0,0,0
aten::as_strided,"729,1152;
;
;
",,7.45,7.45,0,0,0,0
aten::reshape,"1,729,1152;
",,2.87,7.06,0,0,0,0
aten::view,"1,729,1152;
",,4.19,4.19,0,0,0,0
aten::permute,"1,27,27,1152;
",,8.56,13.35,0,0,0,0
aten::as_strided,"1,27,27,1152;
;
;
",,4.79,4.79,0,0,0,0
aten::upsample_bilinear2d,"1,1152,27,27;
;
;
",,9.53,96.06,0,187.16,0,0
aten::upsample_bilinear2d,"1,1152,27,27;
;
;
;
",,55.18,86.53,0,187.16,0,0
empty_tensor,,,18.0,18.0,0,0,0,0
aclnnUpsampleBilinear2d,,,13.35,13.35,187.16,187.16,0,0
aten::permute,"1,1152,48,80;
",,5.24,16.68,0,0,0,0
aten::as_strided,"1,1152,48,80;
;
;
",,11.44,11.44,0,0,0,0
aten::view,"1,48,80,1152;
",,4.49,4.49,0,0,0,0
aten::squeeze,"1,3840,1152;
",,4.14,8.56,0,0,0,0
aten::as_strided,"1,3840,1152;
;
;
",,4.42,4.42,0,0,0,0
aten::repeat,"3840,1152;
",,24.62,41.26,0,37.08,0,0
empty_tensor,,,8.06,8.06,0,0,0,0
aclnnRepeat,,,8.58,8.58,37.08,37.08,0,0
aten::add,"3840,1152;
3840,1152;
",,46.26,166.22,0,22.58,0,0
empty_tensor,,,5.28,5.28,0,0,0,0
format_contiguousV2,"3840,1152",,18.52,111.53,0,11.36,0,0
npu::npu_format_cast,"3840,1152;
;
;
",,7.21,87.21,0,11.36,0,0
npu::_npu_format_cast,"3840,1152;
",,50.81,80.0,0,11.36,0,0
empty_tensor,,,5.47,5.47,0,0,0,0
Identity,,,10.15,10.15,11.36,11.36,0,0
aten::set_,"3840,1152,1,1;
;
;
;
",,13.57,13.57,0,0,0,0
npu::npu_reshape,"3840,1152;
;
;
3840,1152",,5.8,5.8,0,0,0,0
Add,,,3.15,3.15,11.22,11.22,0,0
aten::cat,";
",,24.95,39.29,0,11.38,0,0
empty_tensor,,,6.45,6.45,0,0,0,0
aclnnCat,,,7.89,7.89,11.38,11.38,0,0
