Device_id,OP Type,Core Type,Count,Total Time(us),Min Time(us),Avg Time(us),Max Time(us),Ratio(%)
2,MatMul,AI_CORE,273,2664.82,6,9.761,143.38,51.401
2,IncreFlashAttention,MIX_AIC,54,1180.06,19.06,21.852,27.78,22.762
2,InplaceAddRmsNorm,AI_VECTOR_CORE,108,262.98,1.74,2.435,4.06,5.073
2,Scatter,AI_VECTOR_CORE,108,239.86,1.7,2.22,4.68,4.627
2,AutomaticBufferFusionOp,AI_VECTOR_CORE,54,193.26,3.34,3.578,5.02,3.728
2,ApplyRotaryPosEmb,AI_VECTOR_CORE,54,191.2,2.8,3.54,5.12,3.688
2,SplitVD,AI_VECTOR_CORE,60,99.52,1.28,1.658,3.92,1.92
2,GatherV2,AI_VECTOR_CORE,39,53.4,1.02,1.369,4.66,1.03
2,ArgMaxV2,AI_VECTOR_CORE,3,44.54,14.76,14.846,15,0.859
2,Cast,AI_VECTOR_CORE,12,34.38,1.12,2.865,7.7,0.663
2,ConcatV2D,AI_VECTOR_CORE,9,32.82,3.4,3.646,4.06,0.633
2,Mul,AI_VECTOR_CORE,9,30.7,1.32,3.411,7.44,0.592
2,BroadcastTo,AI_VECTOR_CORE,6,26.34,1.14,4.39,7.7,0.508
2,Range,AI_VECTOR_CORE,3,23.22,7.62,7.74,7.82,0.448
2,Greater,AI_VECTOR_CORE,3,22.3,7.36,7.433,7.48,0.43
2,RmsNorm,AI_VECTOR_CORE,3,19.94,6.02,6.646,7.84,0.385
2,Add,AI_VECTOR_CORE,6,13.94,1.4,2.323,3.08,0.269
2,Data,AI_VECTOR_CORE,3,12.96,3.88,4.32,5.14,0.25
2,SelectV2,AI_VECTOR_CORE,6,11.02,1.6,1.836,2.04,0.213
2,Sin,AI_VECTOR_CORE,3,7.64,2.5,2.546,2.62,0.147
2,Cos,AI_VECTOR_CORE,3,7.5,2.44,2.5,2.62,0.145
2,Fill,AI_VECTOR_CORE,3,6.52,2.14,2.173,2.24,0.126
2,ZerosLike,AI_VECTOR_CORE,3,5.5,1.74,1.833,1.9,0.106
