Device_id,Step,Computing,Communication(Not Overlapped),Overlapped,Communication,Free,Stage,Bubble,Communication(Not Overlapped and Exclude Receive),Preparing
6,0,3245.679999999997,0,0,0,2806.859999999989,6052.5,0,0,1889.75
