Device_id,Iteration ID,FP Start(us),BP End(us),Iteration End(us),Iteration Time(us),FP to BP Time(us),Iteration Refresh(us),Data Aug Bound(us),Model ID
2,1,0.000	,0.000	,1784811014411975.330	,1601.240,0.000,0.000,0.000,2
2,2,0.000	,0.000	,1784811014414999.850	,1510.060,0.000,0.000,0.000,2
2,3,0.000	,0.000	,1784811014417940.670	,1593.060,0.000,0.000,0.000,2
